Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,20920,,20920,,20920,Andrew Emerson; Shawn Stappen,,Aerospace Studies,135A,001,A,Letter Grade,A+,Air Force Studies
2,20920,,20920,,20920,Andrew Emerson; Shawn Stappen,,Aerospace Studies,135A,001,A,Letter Grade,A,Air Force Studies
5,20920,,20920,,20920,Andrew Emerson; Shawn Stappen,,Aerospace Studies,135A,001,A,Letter Grade,A-,Air Force Studies
9,20920,,20920,,20920,Andrew Emerson; Shawn Stappen,,Aerospace Studies,135A,001,B,Letter Grade,B+,Air Force Studies
1,20920,,20920,,20920,Andrew Emerson; Shawn Stappen,,Aerospace Studies,135A,001,B,Letter Grade,B,Air Force Studies
1,20919,,20919,,20919,Ian Steele,,African American Studies,R1A,001,A,Letter Grade,A+,Fresh Composition
12,20919,,20919,,20919,Ian Steele,,African American Studies,R1A,001,A,Letter Grade,A,Fresh Composition
2,20919,,20919,,20919,Ian Steele,,African American Studies,R1A,001,B,Letter Grade,B,Fresh Composition
1,20919,,20919,,20919,Ian Steele,,African American Studies,R1A,001,B,Letter Grade,B-,Fresh Composition
2,24514,,24514,,24514,John Mundell; Ula Taylor,,African American Studies,R1B,001,A,Letter Grade,A+,Freshmn Composition
12,24514,,24514,,24514,John Mundell; Ula Taylor,,African American Studies,R1B,001,A,Letter Grade,A,Freshmn Composition
1,24514,,24514,,24514,John Mundell; Ula Taylor,,African American Studies,R1B,001,A,Letter Grade,A-,Freshmn Composition
1,24514,,24514,,24514,John Mundell; Ula Taylor,,African American Studies,R1B,001,B,Letter Grade,B+,Freshmn Composition
2,24514,,24514,,24514,John Mundell; Ula Taylor,,African American Studies,R1B,001,B,Letter Grade,B,Freshmn Composition
8,24247,,24247,,24247,Michael Myers Ii; Ula Taylor,,African American Studies,R1B,002,A,Letter Grade,A,Freshmn Composition
5,24247,,24247,,24247,Michael Myers Ii; Ula Taylor,,African American Studies,R1B,002,A,Letter Grade,A-,Freshmn Composition
2,24247,,24247,,24247,Michael Myers Ii; Ula Taylor,,African American Studies,R1B,002,B,Letter Grade,B+,Freshmn Composition
1,24247,,24247,,24247,Michael Myers Ii; Ula Taylor,,African American Studies,R1B,002,C,Letter Grade,C+,Freshmn Composition
2,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,A,Letter Grade,A+,Africa:  Hist & Cul
8,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,A,Letter Grade,A,Africa:  Hist & Cul
13,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,A,Letter Grade,A-,Africa:  Hist & Cul
17,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,B,Letter Grade,B+,Africa:  Hist & Cul
13,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,B,Letter Grade,B,Africa:  Hist & Cul
13,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,B,Letter Grade,B-,Africa:  Hist & Cul
8,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,C,Letter Grade,C+,Africa:  Hist & Cul
1,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,C,Letter Grade,C,Africa:  Hist & Cul
4,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,C,Letter Grade,C-,Africa:  Hist & Cul
17,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,Credit,Non-Letter Grade,Pass,Africa:  Hist & Cul
2,20914,,20914,,20914,G Ugo Nwokeji,,African American Studies,4A,001,No Credit,Non-Letter Grade,Not Pass,Africa:  Hist & Cul
26,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,A,Letter Grade,A,Afam Life & Cul U S
16,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,A,Letter Grade,A-,Afam Life & Cul U S
13,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,B,Letter Grade,B+,Afam Life & Cul U S
12,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,B,Letter Grade,B,Afam Life & Cul U S
4,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,B,Letter Grade,B-,Afam Life & Cul U S
2,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,C,Letter Grade,C+,Afam Life & Cul U S
1,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,C,Letter Grade,C,Afam Life & Cul U S
2,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,C,Letter Grade,C-,Afam Life & Cul U S
2,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,F,Letter Grade,F,Afam Life & Cul U S
19,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,Credit,Non-Letter Grade,Pass,Afam Life & Cul U S
2,20928,,20928,,20928,Brandi Catanese,,African American Studies,5A,001,No Credit,Non-Letter Grade,Not Pass,Afam Life & Cul U S
1,20922,,20922,,20922,Sam Mchombo,,African American Studies,10A,001,A,Letter Grade,A+,Intermed Swahili
3,20922,,20922,,20922,Sam Mchombo,,African American Studies,10A,001,A,Letter Grade,A,Intermed Swahili
2,20922,,20922,,20922,Sam Mchombo,,African American Studies,10A,001,A,Letter Grade,A-,Intermed Swahili
2,20913,,20913,,20913,Sam Mchombo,,African American Studies,11A,001,A,Letter Grade,A+,Elementary Swahili
2,20913,,20913,,20913,Sam Mchombo,,African American Studies,11A,001,A,Letter Grade,A,Elementary Swahili
4,20913,,20913,,20913,Sam Mchombo,,African American Studies,11A,001,A,Letter Grade,A-,Elementary Swahili
2,20913,,20913,,20913,Sam Mchombo,,African American Studies,11A,001,B,Letter Grade,B+,Elementary Swahili
2,20913,,20913,,20913,Sam Mchombo,,African American Studies,11A,001,B,Letter Grade,B,Elementary Swahili
2,33746,,33746,,33746,Gladys Ajaelo,,African American Studies,16A,1,A,Letter Grade,A+,Elementary Igbo
1,33746,,33746,,33746,Gladys Ajaelo,,African American Studies,16A,1,A,Letter Grade,A,Elementary Igbo
1,33746,,33746,,33746,Gladys Ajaelo,,African American Studies,16A,1,A,Letter Grade,A-,Elementary Igbo
1,33746,,33746,,33746,Gladys Ajaelo,,African American Studies,16A,1,C,Letter Grade,C,Elementary Igbo
1,33746,,33746,,33746,Gladys Ajaelo,,African American Studies,16A,1,C,Letter Grade,C-,Elementary Igbo
3,32641,,32641,,32641,Shiferaw Assefa,,African American Studies,18A,001,A,Letter Grade,A+,Elementary Amharic
1,32641,,32641,,32641,Shiferaw Assefa,,African American Studies,18A,001,A,Letter Grade,A,Elementary Amharic
2,32641,,32641,,32641,Shiferaw Assefa,,African American Studies,18A,001,B,Letter Grade,B,Elementary Amharic
2,33485,,33485,,33485,Shiferaw Assefa,,African American Studies,21A,001,A,Letter Grade,A+,Intermediate Amhari
2,33485,,33485,,33485,Shiferaw Assefa,,African American Studies,21A,001,A,Letter Grade,A,Intermediate Amhari
14,24372,,24372,,24372,Sam Mchombo,,African American Studies,24,001,Credit,Non-Letter Grade,Pass,Freshman Seminars
31,20921,,20921,,20921,Michael Cohen,,African American Studies,27AC,001,A,Letter Grade,A,Lives/Strug/Maj Cul
56,20921,,20921,,20921,Michael Cohen,,African American Studies,27AC,001,A,Letter Grade,A-,Lives/Strug/Maj Cul
21,20921,,20921,,20921,Michael Cohen,,African American Studies,27AC,001,B,Letter Grade,B+,Lives/Strug/Maj Cul
28,20921,,20921,,20921,Michael Cohen,,African American Studies,27AC,001,B,Letter Grade,B,Lives/Strug/Maj Cul
13,20921,,20921,,20921,Michael Cohen,,African American Studies,27AC,001,B,Letter Grade,B-,Lives/Strug/Maj Cul
1,20921,,20921,,20921,Michael Cohen,,African American Studies,27AC,001,C,Letter Grade,C,Lives/Strug/Maj Cul
1,20921,,20921,,20921,Michael Cohen,,African American Studies,27AC,001,D,Letter Grade,D-,Lives/Strug/Maj Cul
1,20921,,20921,,20921,Michael Cohen,,African American Studies,27AC,001,F,Letter Grade,F,Lives/Strug/Maj Cul
39,20921,,20921,,20921,Michael Cohen,,African American Studies,27AC,001,Credit,Non-Letter Grade,Pass,Lives/Strug/Maj Cul
4,20921,,20921,,20921,Michael Cohen,,African American Studies,27AC,001,No Credit,Non-Letter Grade,Not Pass,Lives/Strug/Maj Cul
10,16752,,16752,,16752,Rachel Lim; Ula Taylor,,African American Studies,98BC,001,Credit,Non-Letter Grade,Pass,Directed Group Stud
9,16753,,16753,,16753,Rachel Lim; Ula Taylor,,African American Studies,98BC,002,Credit,Non-Letter Grade,Pass,Directed Group Stud
1,16753,,16753,,16753,Rachel Lim; Ula Taylor,,African American Studies,98BC,002,No Credit,Non-Letter Grade,Not Pass,Directed Group Stud
9,20898,,20898,,20898,Stephen Small,,African American Studies,111,001,A,Letter Grade,A,Race Class Gen U S
9,20898,,20898,,20898,Stephen Small,,African American Studies,111,001,A,Letter Grade,A-,Race Class Gen U S
8,20898,,20898,,20898,Stephen Small,,African American Studies,111,001,B,Letter Grade,B+,Race Class Gen U S
10,20898,,20898,,20898,Stephen Small,,African American Studies,111,001,B,Letter Grade,B,Race Class Gen U S
2,20898,,20898,,20898,Stephen Small,,African American Studies,111,001,B,Letter Grade,B-,Race Class Gen U S
3,20898,,20898,,20898,Stephen Small,,African American Studies,111,001,C,Letter Grade,C+,Race Class Gen U S
1,20898,,20898,,20898,Stephen Small,,African American Studies,111,001,C,Letter Grade,C,Race Class Gen U S
1,20898,,20898,,20898,Stephen Small,,African American Studies,111,001,F,Letter Grade,F,Race Class Gen U S
7,20898,,20898,,20898,Stephen Small,,African American Studies,111,001,Credit,Non-Letter Grade,Pass,Race Class Gen U S
3,20898,,20898,,20898,Stephen Small,,African American Studies,111,001,No Credit,Non-Letter Grade,Not Pass,Race Class Gen U S
1,25727,,25727,,25727,Sam Mchombo,,African American Studies,114,001,A,Letter Grade,A+,Intro African Ling
1,25727,,25727,,25727,Sam Mchombo,,African American Studies,114,001,A,Letter Grade,A,Intro African Ling
3,25727,,25727,,25727,Sam Mchombo,,African American Studies,114,001,A,Letter Grade,A-,Intro African Ling
2,25727,,25727,,25727,Sam Mchombo,,African American Studies,114,001,B,Letter Grade,B+,Intro African Ling
1,25727,,25727,,25727,Sam Mchombo,,African American Studies,114,001,B,Letter Grade,B,Intro African Ling
3,25727,,25727,,25727,Sam Mchombo,,African American Studies,114,001,B,Letter Grade,B-,Intro African Ling
12,20897,,20897,,20897,Ula Taylor,,African American Studies,116,001,A,Letter Grade,A,Slavery And African
7,20897,,20897,,20897,Ula Taylor,,African American Studies,116,001,A,Letter Grade,A-,Slavery And African
15,20897,,20897,,20897,Ula Taylor,,African American Studies,116,001,B,Letter Grade,B+,Slavery And African
4,20897,,20897,,20897,Ula Taylor,,African American Studies,116,001,B,Letter Grade,B,Slavery And African
5,20897,,20897,,20897,Ula Taylor,,African American Studies,116,001,B,Letter Grade,B-,Slavery And African
3,20897,,20897,,20897,Ula Taylor,,African American Studies,116,001,C,Letter Grade,C+,Slavery And African
1,20897,,20897,,20897,Ula Taylor,,African American Studies,116,001,C,Letter Grade,C,Slavery And African
1,20897,,20897,,20897,Ula Taylor,,African American Studies,116,001,D,Letter Grade,D,Slavery And African
1,20897,,20897,,20897,Ula Taylor,,African American Studies,116,001,F,Letter Grade,F,Slavery And African
2,20897,,20897,,20897,Ula Taylor,,African American Studies,116,001,No Credit,Non-Letter Grade,Not Pass,Slavery And African
3,31157,,31157,,31157,Stephen Small,,African American Studies,123,001,A,Letter Grade,A+,Social & Political
4,31157,,31157,,31157,Stephen Small,,African American Studies,123,001,A,Letter Grade,A,Social & Political
7,31157,,31157,,31157,Stephen Small,,African American Studies,123,001,B,Letter Grade,B+,Social & Political
2,31157,,31157,,31157,Stephen Small,,African American Studies,123,001,B,Letter Grade,B,Social & Political
2,31157,,31157,,31157,Stephen Small,,African American Studies,123,001,F,Letter Grade,F,Social & Political
3,31157,,31157,,31157,Stephen Small,,African American Studies,123,001,Credit,Non-Letter Grade,Pass,Social & Political
1,31157,,31157,,31157,Stephen Small,,African American Studies,123,001,Credit,Non-Letter Grade,Satisfactory,Social & Political
41,26312,,26312,,26312,Michel Laguerre,,African American Studies,134,001,A,Letter Grade,A,Info Tech And Soc
3,26312,,26312,,26312,Michel Laguerre,,African American Studies,134,001,A,Letter Grade,A-,Info Tech And Soc
2,26312,,26312,,26312,Michel Laguerre,,African American Studies,134,001,B,Letter Grade,B+,Info Tech And Soc
1,26312,,26312,,26312,Michel Laguerre,,African American Studies,134,001,B,Letter Grade,B,Info Tech And Soc
1,26312,,26312,,26312,Michel Laguerre,,African American Studies,134,001,C,Letter Grade,C,Info Tech And Soc
1,25000,,25000,,25000,Nikki Jones,,African American Studies,136,001,A,Letter Grade,A+,Criminal Just& Comm
35,25000,,25000,,25000,Nikki Jones,,African American Studies,136,001,A,Letter Grade,A,Criminal Just& Comm
25,25000,,25000,,25000,Nikki Jones,,African American Studies,136,001,A,Letter Grade,A-,Criminal Just& Comm
1,25000,,25000,,25000,Nikki Jones,,African American Studies,136,001,B,Letter Grade,B+,Criminal Just& Comm
5,25000,,25000,,25000,Nikki Jones,,African American Studies,136,001,B,Letter Grade,B,Criminal Just& Comm
2,25000,,25000,,25000,Nikki Jones,,African American Studies,136,001,B,Letter Grade,B-,Criminal Just& Comm
1,25000,,25000,,25000,Nikki Jones,,African American Studies,136,001,C,Letter Grade,C+,Criminal Just& Comm
2,25000,,25000,,25000,Nikki Jones,,African American Studies,136,001,F,Letter Grade,F,Criminal Just& Comm
1,25000,,25000,,25000,Nikki Jones,,African American Studies,136,001,Credit,Non-Letter Grade,Pass,Criminal Just& Comm
1,25000,,25000,,25000,Nikki Jones,,African American Studies,136,001,No Credit,Non-Letter Grade,Not Pass,Criminal Just& Comm
8,20893,,20893,,20893,Michel Laguerre,,African American Studies,137,001,A,Letter Grade,A,Multicultural Comm
4,20893,,20893,,20893,Michel Laguerre,,African American Studies,137,001,A,Letter Grade,A-,Multicultural Comm
1,20893,,20893,,20893,Michel Laguerre,,African American Studies,137,001,B,Letter Grade,B+,Multicultural Comm
1,20893,,20893,,20893,Michel Laguerre,,African American Studies,137,001,B,Letter Grade,B,Multicultural Comm
2,20893,,20893,,20893,Michel Laguerre,,African American Studies,137,001,B,Letter Grade,B-,Multicultural Comm
1,20893,,20893,,20893,Michel Laguerre,,African American Studies,137,001,C,Letter Grade,C+,Multicultural Comm
1,20893,,20893,,20893,Michel Laguerre,,African American Studies,137,001,C,Letter Grade,C,Multicultural Comm
3,20893,,20893,,20893,Michel Laguerre,,African American Studies,137,001,Credit,Non-Letter Grade,Pass,Multicultural Comm
1,20893,,20893,,20893,Michel Laguerre,,African American Studies,137,001,No Credit,Non-Letter Grade,Not Pass,Multicultural Comm
4,31158,,31158,,31158,Darieck Scott,,African American Studies,153C,001,A,Letter Grade,A+,Toni Morrision
6,31158,,31158,,31158,Darieck Scott,,African American Studies,153C,001,A,Letter Grade,A,Toni Morrision
3,31158,,31158,,31158,Darieck Scott,,African American Studies,153C,001,A,Letter Grade,A-,Toni Morrision
6,31158,,31158,,31158,Darieck Scott,,African American Studies,153C,001,B,Letter Grade,B+,Toni Morrision
5,31158,,31158,,31158,Darieck Scott,,African American Studies,153C,001,B,Letter Grade,B,Toni Morrision
1,31158,,31158,,31158,Darieck Scott,,African American Studies,153C,001,C,Letter Grade,C-,Toni Morrision
1,31158,,31158,,31158,Darieck Scott,,African American Studies,153C,001,D,Letter Grade,D,Toni Morrision
1,31158,,31158,,31158,Darieck Scott,,African American Studies,153C,001,F,Letter Grade,F,Toni Morrision
8,31158,,31158,,31158,Darieck Scott,,African American Studies,153C,001,Credit,Non-Letter Grade,Pass,Toni Morrision
5,20899,,20899,,20899,Aya De Leon,,African American Studies,158A,001,A,Letter Grade,A,Poetry 4 Peop:Teach
3,20899,,20899,,20899,Aya De Leon,,African American Studies,158A,001,A,Letter Grade,A-,Poetry 4 Peop:Teach
1,20899,,20899,,20899,Aya De Leon,,African American Studies,158A,001,B,Letter Grade,B,Poetry 4 Peop:Teach
2,33088,,33088,,33088,Leigh Raiford; Natalia Brizuela,,African American Studies,159,001,A,Letter Grade,A,Spec Top Afam Lit
3,33088,,33088,,33088,Leigh Raiford; Natalia Brizuela,,African American Studies,159,001,A,Letter Grade,A-,Spec Top Afam Lit
2,33088,,33088,,33088,Leigh Raiford; Natalia Brizuela,,African American Studies,159,001,B,Letter Grade,B+,Spec Top Afam Lit
1,33088,,33088,,33088,Leigh Raiford; Natalia Brizuela,,African American Studies,159,001,B,Letter Grade,B,Spec Top Afam Lit
1,33088,,33088,,33088,Leigh Raiford; Natalia Brizuela,,African American Studies,159,001,B,Letter Grade,B-,Spec Top Afam Lit
1,33088,,33088,,33088,Leigh Raiford; Natalia Brizuela,,African American Studies,159,001,Credit,Non-Letter Grade,Pass,Spec Top Afam Lit
16,24975,,24975,,24975,Aya De Leon,,African American Studies,164,001,A,Letter Grade,A,Spoken Word:  Oral
4,24975,,24975,,24975,Aya De Leon,,African American Studies,164,001,A,Letter Grade,A-,Spoken Word:  Oral
2,24975,,24975,,24975,Aya De Leon,,African American Studies,164,001,B,Letter Grade,B+,Spoken Word:  Oral
2,24975,,24975,,24975,Aya De Leon,,African American Studies,164,001,B,Letter Grade,B,Spoken Word:  Oral
1,24975,,24975,,24975,Aya De Leon,,African American Studies,164,001,Credit,Non-Letter Grade,Pass,Spoken Word:  Oral
2,19246,,19246,,19246,Ula Taylor,,African American Studies,195,001,A,Letter Grade,A,Senior Capstone
2,19246,,19246,,19246,Ula Taylor,,African American Studies,195,001,A,Letter Grade,A-,Senior Capstone
1,19246,,19246,,19246,Ula Taylor,,African American Studies,195,001,B,Letter Grade,B+,Senior Capstone
1,19246,,19246,,19246,Ula Taylor,,African American Studies,195,001,B,Letter Grade,B-,Senior Capstone
1,19246,,19246,,19246,Ula Taylor,,African American Studies,195,001,F,Letter Grade,F,Senior Capstone
63,15030,,15030,,15030,Tianna Paschel,,African American Studies,197,001,Credit,Non-Letter Grade,Pass,Field Study
20,15031,,15031,,15031,Sam Mchombo,,African American Studies,197,002,Credit,Non-Letter Grade,Pass,Field Study
1,15032,,15032,,15032,Takiyah Jackson,,African American Studies,197,003,Credit,Non-Letter Grade,Pass,Field Study
20,20894,,20894,,20894,Ula Taylor,,African American Studies,198,002,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,20894,,20894,,20894,Ula Taylor,,African American Studies,198,002,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
5,20895,,20895,,20895,Nikki Jones,,African American Studies,198,003,Credit,Non-Letter Grade,Pass,Directed Group Stdy
3,20896,,20896,,20896,Ula Taylor,,African American Studies,198,004,Credit,Non-Letter Grade,Pass,Directed Group Stdy
19,20900,,20900,,20900,Ula Taylor,,African American Studies,198,005,Credit,Non-Letter Grade,Pass,Directed Group Stdy
4,20900,,20900,,20900,Ula Taylor,,African American Studies,198,005,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
8,16750,,16750,,16750,Rachel Lim; Ula Taylor,,African American Studies,198BC,001,Credit,Non-Letter Grade,Pass,Directed Group Stud
7,16751,,16751,,16751,Rachel Lim; Ula Taylor,,African American Studies,198BC,002,Credit,Non-Letter Grade,Pass,Directed Group Stud
2,16751,,16751,,16751,Rachel Lim; Ula Taylor,,African American Studies,198BC,002,No Credit,Non-Letter Grade,Not Pass,Directed Group Stud
1,18172,,18172,,18172,Ula Taylor,,African American Studies,199,001,Credit,Non-Letter Grade,Pass,Superv Indep Study
14,31159,,31159,,31159,Nikki Jones,,African American Studies,201A,001,A,Letter Grade,A,Inter Res Meth
6,31159,,31159,,31159,Nikki Jones,,African American Studies,201A,001,Credit,Non-Letter Grade,Satisfactory,Inter Res Meth
8,33092,,33092,,33092,Leigh Raiford,,African American Studies,240,001,A,Letter Grade,A,Spec Topics
1,33092,,33092,,33092,Leigh Raiford,,African American Studies,240,001,Credit,Non-Letter Grade,Satisfactory,Spec Topics
3,24253,,24253,,24253,Janelle Scott,,African American Studies,C265,001,A,Letter Grade,A,Race & Edu Policy
10,19247,,19247,,19247,Brandi Catanese,,African American Studies,296,001,Credit,Non-Letter Grade,Satisfactory,Dir Diss Research
1,16863,,16863,,16863,Tianna Paschel,,African American Studies,299,001,A,Letter Grade,A,Ind Stdy/Res
1,16863,,16863,,16863,Tianna Paschel,,African American Studies,299,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,16864,,16864,,16864,Nikki Jones,,African American Studies,299,002,A,Letter Grade,A,Ind Stdy/Res
1,16866,,16866,,16866,Ula Taylor,,African American Studies,299,004,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,16867,,16867,,16867,Sam Mchombo,,African American Studies,299,005,A,Letter Grade,A+,Ind Stdy/Res
4,20943,,20943,,20943,Ula Taylor,,African American Studies,C375,001,A,Letter Grade,A,Critical Pedagogy
4,20943,,20943,,20943,Ula Taylor,,African American Studies,C375,001,A,Letter Grade,A-,Critical Pedagogy
1,20943,,20943,,20943,Ula Taylor,,African American Studies,C375,001,B,Letter Grade,B+,Critical Pedagogy
2,20943,,20943,,20943,Ula Taylor,,African American Studies,C375,001,Credit,Non-Letter Grade,Satisfactory,Critical Pedagogy
6,19248,,19248,,19248,Brandi Catanese,,African American Studies,602,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy For Doc St
1,30965,,30965,,30965,Brian Wright; Thibault Fally,,Ag & Resource Econ & Pol,201,001,A,Letter Grade,A+,Industrial Organz'N
7,30965,,30965,,30965,Brian Wright; Thibault Fally,,Ag & Resource Econ & Pol,201,001,A,Letter Grade,A,Industrial Organz'N
4,30965,,30965,,30965,Brian Wright; Thibault Fally,,Ag & Resource Econ & Pol,201,001,A,Letter Grade,A-,Industrial Organz'N
1,30965,,30965,,30965,Brian Wright; Thibault Fally,,Ag & Resource Econ & Pol,201,001,B,Letter Grade,B+,Industrial Organz'N
3,26684,,26684,,26684,Aprajit Mahajan,,Ag & Resource Econ & Pol,210,001,A,Letter Grade,A,Prob And Stat
5,26684,,26684,,26684,Aprajit Mahajan,,Ag & Resource Econ & Pol,210,001,A,Letter Grade,A-,Prob And Stat
4,26684,,26684,,26684,Aprajit Mahajan,,Ag & Resource Econ & Pol,210,001,B,Letter Grade,B,Prob And Stat
2,26684,,26684,,26684,Aprajit Mahajan,,Ag & Resource Econ & Pol,210,001,B,Letter Grade,B-,Prob And Stat
1,26685,,26685,,26685,Michael Anderson,,Ag & Resource Econ & Pol,213,001,A,Letter Grade,A+,Applied Econometric
7,26685,,26685,,26685,Michael Anderson,,Ag & Resource Econ & Pol,213,001,A,Letter Grade,A,Applied Econometric
19,26685,,26685,,26685,Michael Anderson,,Ag & Resource Econ & Pol,213,001,A,Letter Grade,A-,Applied Econometric
6,26685,,26685,,26685,Michael Anderson,,Ag & Resource Econ & Pol,213,001,B,Letter Grade,B,Applied Econometric
1,26685,,26685,,26685,Michael Anderson,,Ag & Resource Econ & Pol,213,001,B,Letter Grade,B-,Applied Econometric
4,26685,,26685,,26685,Michael Anderson,,Ag & Resource Econ & Pol,213,001,Credit,Non-Letter Grade,Satisfactory,Applied Econometric
2,26687,,26687,,26687,Ethan Ligon; Thibault Fally,,Ag & Resource Econ & Pol,219A,001,A,Letter Grade,A+,Econometric Proj
3,26687,,26687,,26687,Ethan Ligon; Thibault Fally,,Ag & Resource Econ & Pol,219A,001,A,Letter Grade,A,Econometric Proj
2,26687,,26687,,26687,Ethan Ligon; Thibault Fally,,Ag & Resource Econ & Pol,219A,001,A,Letter Grade,A-,Econometric Proj
1,26687,,26687,,26687,Ethan Ligon; Thibault Fally,,Ag & Resource Econ & Pol,219A,001,B,Letter Grade,B+,Econometric Proj
1,27168,,27168,,27168,Thibault Fally,,Ag & Resource Econ & Pol,239,001,Credit,Non-Letter Grade,Satisfactory,Mkts & Trade Wkshop
3,26691,,26691,,26691,David Zilberman,,Ag & Resource Econ & Pol,249,001,Credit,Non-Letter Grade,Satisfactory,Policy Workshop
1,26692,,26692,,26692,Jeremy Magruder; Marco Gonzalez-Navarro,,Ag & Resource Econ & Pol,C251,001,A,Letter Grade,A,Econ Development
1,26693,,26693,,26693,Alain Dejanvry; Benjamin Krause; Jean Jacques Dethier,,Ag & Resource Econ & Pol,C253,001,B,Letter Grade,B+,Int Ec Dev Policy
1,26694,,26694,,26694,Alain Dejanvry; Benjamin Krause,,Ag & Resource Econ & Pol,C253,002,A,Letter Grade,A+,Int Ec Dev Policy
2,26694,,26694,,26694,Alain Dejanvry; Benjamin Krause,,Ag & Resource Econ & Pol,C253,002,A,Letter Grade,A,Int Ec Dev Policy
1,26694,,26694,,26694,Alain Dejanvry; Benjamin Krause,,Ag & Resource Econ & Pol,C253,002,A,Letter Grade,A-,Int Ec Dev Policy
