U1	U2	U3	Title	School	Total_Edits
-0.79048616	7.7181215	1.1909999	Magic in Dungeons & Dragons	UCD	2
-3.768237	10.281706	-1.6641809	Daniel Amen	UCI	8
0.428868	8.931154	-2.1638174	Maltodextrin	UCLA	1
-0.9279069	9.271172	1.5228155	Rasputin Music	UCB	3
-0.051957835	6.9049015	1.0901716	ACORN 2009 undercover videos controversy	UCB	1
0.27998194	9.171509	1.2802355	Spartacus: Blood and Sand	UCLA	3
1.6216245	6.046133	-0.550688	Nyquist stability criterion	UCLA	3
1.679848	6.037644	-0.5313966	Talk:Nyquist stability criterion	UCLA	1
1.0205175	6.8035755	0.50798196	Code injection	UCSD	1
-0.8481747	8.478236	3.964072	List of world records in Olympic weightlifting	UCSC	2
-1.4744341	11.134845	-0.17593643	Cassadee Pope	UCLA	4
-2.8688574	11.734262	-0.23131269	Anna Goodman (musician)	UCSB	1
0.07625934	8.203262	1.1241626	Hey Monday	UCLA	4
1.3439052	10.371871	4.727696	Manila Science High School	UCLA	1
-4.704033	11.292974	-1.0422522	Ralph Nelson Elliott	UCLA	5
-2.3225005	12.189407	-0.31994814	Michelle Rhee	UCSB	2
1.669381	6.9431806	0.64216405	Semantic satiation	UCSD	1
-2.5233757	11.855322	-0.29634535	Andrena lauracea	UCR	1
0.48049802	9.398691	3.2251318	New York City Fire Department	UCR	1
0.2254364	10.491228	3.3228986	Sausalito, California	UCSF	8
-1.5680504	8.211771	-1.5269697	JXTA	UCB	1
2.9399898	8.66247	4.9893446	Talk:1986 California Proposition 65	UCSB	1
1.1591222	10.611763	5.059435	Novi Community School District	UCSF	1
-3.9570491	10.985267	-0.95586467	Christopher McDougall	UCI	1
0.69977593	8.606034	1.9184283	Eighty Years' War	UCD	1
-1.0329076	8.47689	0.08356526	Pink Moon	UCLA	1
1.524535	9.753142	1.4291283	List of English words from Indigenous languages of the Americas	UCB	2
0.8666057	6.868272	-0.11822264	Order-7 triangular tiling	UCLA	1
-2.0665212	6.617516	1.0909256	Young at Heart (The X-Files)	UCSB	1
-3.2828403	11.161333	-1.2644203	Klein quartic	UCLA	2
1.3638568	9.43833	4.027517	National Merit Scholarship Program	UCSB	1
1.1142926	7.3987055	1.9929005	Tax Foundation	UCSB	2
-1.363017	7.7092896	1.7650077	Recess (TV series)	UCSB	5
-3.220198	10.8814335	-0.059824582	Andrew Breitbart	UCLA	3
-1.9427463	7.5034566	0.89439464	List of Recess characters	UCSB	1
-3.421539	10.322183	-0.7731244	Robert A. Bjork	UCLA	1
0.96195716	7.9991703	-1.5215977	Spirometry	UCI	1
0.90959555	6.3579745	-0.8750458	Constant phase element	UCSB	1
-3.5037336	10.951247	-0.06776076	Lawrence Ferlinghetti	UCI	1
-4.387888	10.891463	-0.7390726	Russell Peters	UCLA	1
0.26776785	9.459602	2.9901865	Mines Paris – PSL	UCB	1
-0.01860249	9.708214	-1.5544701	Cactus	UCD	1
-4.3093843	10.234181	-0.20092636	Casey Reas	UCI	1
0.07645758	7.2608495	1.7506326	Emigre (magazine)	UCI	1
0.20486714	7.6137824	0.21993516	Eye (magazine)	UCI	1
1.6621225	6.5994773	-0.7911759	Parametric surface	UCSC	1
1.2801269	7.442379	1.5029229	Social shopping	UCB	3
-1.1537812	8.517066	0.925692	Wild type	UCSD	1
1.1834912	6.568239	-1.4024854	Two-photon excitation microscopy	UCI	1
0.1751777	10.060883	4.151743	List of Brigham Young's wives	UCSC	3
2.0665112	6.3026633	0.45772845	Least upper bound axiom	UCB	1
1.2772766	7.264765	-1.7571429	Carbon planet	UCD	1
1.1845955	6.6881804	-1.5128955	Ion laser	UCI	4
-0.4676691	7.6707706	-1.2691025	ThreadX	UCB	1
1.7927326	8.479173	-1.3094265	Posterior inferior cerebellar artery	UCSD	1
-1.7249764	10.007226	-3.0027084	Abdullah Abu Sayeed	UCD	5
0.61778367	6.430163	2.2037904	Template:TCACycle WP78	UCSF	1
-3.789157	9.771612	-1.3623292	Black Bart (outlaw)	UCSB	2
3.2558112	7.2783275	-0.1963357	File talk:BetaStirlingTG4web.jpg	UCSD	1
-3.9213572	9.980324	-0.6352757	Donald Glover	UCB	10
-1.0789807	8.926637	-2.6092885	Rei Ayanami	UCLA	1
-0.28384808	10.233429	3.4427702	Quality Hill, Kansas City	UCSC	1
-3.459072	10.615617	-1.2897354	Scott Van Pelt	UCB	3
0.1971984	9.508748	-0.43880674	Wikipedia:Peachy	UCSD	2
1.3204571	6.188121	0.23231533	Arithmetic coding	UCLA	1
1.020654	7.945697	-2.5068402	Chlorofluorocarbon	UCSD	3
1.5868074	7.763898	-0.6581776	Cardiac stress test	UCSD	1
1.9871153	6.630158	1.0374191	List of Indian mathematicians	UCLA	4
-0.9475339	9.359187	1.7820663	Ruoff Music Center	UCLA	1
0.5331439	7.703508	1.4178464	Paperback	UCSD	1
2.4543617	9.535451	1.306057	Nass (Islam)	UCLA	1
0.77236634	7.456759	0.4328884	Talk:Real line	UCB	1
-1.1303933	7.963706	1.072504	New Riders of the Purple Sage	UCSC	2
2.0631022	8.252382	-0.030647349	Paranoid-schizoid and depressive positions	UCLA	1
1.8933778	8.194529	-0.16895299	Talk:Agoraphobia	UCSB	1
0.3327633	8.8352	3.3119771	Railroad electrification in the United States	UCB	1
0.019324468	13.95125	0.74580455	User:AlexanderPico/Test1	UCSF	7
-1.0659546	9.214293	1.4559412	Bomb the Music Industry!	UCB	5
2.07928	7.8608656	2.386393	Template:US tax acts	UCLA	1
1.7982415	7.9362707	1.9574378	History of tariffs in the United States	UCLA	1
1.2551973	5.7606516	0.16550724	Analyst's traveling salesman theorem	UCLA	1
-3.284652	11.103506	1.0305692	Arizona v. United States	UCSD	1
-0.4454435	7.090774	-0.7736607	Special Order 40	UCSD	1
1.7542568	6.091122	-0.41819358	Menger curvature	UCLA	1
1.211371	5.872669	0.27344584	Travelling salesman problem	UCLA	1
-4.4977026	10.823303	-0.07832893	Wesley Johnson (basketball)	UCLA	1
-3.6729221	9.879986	-0.78665036	Jonny Flynn	UCLA	1
-4.145311	9.585152	-0.8076973	Brandon Soo Hoo	UCB	1
-1.7725874	8.957392	-2.0079117	Raijū	UCSD	1
1.9528224	8.077117	1.7841461	Politician's syllogism	UCSD	1
-0.355262	9.052951	1.966407	Boat Trip (film)	UCSD	1
-2.029505	6.137955	-0.00052334566	Lotus Island	UCB	1
1.515579	9.749629	3.7890117	ISF International School Frankfurt Rhein-Main	UCLA	1
1.644052	8.643479	-1.9874172	Homo homini lupus	UCB	1
1.1674465	5.5610676	1.168605	Cryptorchidism	UCSD	1
1.8253453	7.878669	2.3314066	Global Health Share Initiative	UCD	7
-3.2267187	10.298904	-1.2308791	Carl Schmitt	UCI	4
1.7121896	6.1745934	0.26866123	Talk:/dev/random	UCB	1
1.5316559	6.2315836	-0.58766174	Linear variable differential transformer	UCSD	2
1.6616521	8.197051	-2.4508817	Xyloglucan-specific endo-beta-1,4-glucanase	UCB	1
1.0127052	10.094399	4.5239472	Culver Academies	UCSF	1
-1.0619857	6.496219	-0.50390047	Crevier BMW	UCI	2
-1.4405669	9.061148	2.1403148	Beijing Dance Academy	UCB	1
1.850044	6.7723637	-0.2326608	Longest increasing subsequence	UCSD	1
-3.322684	10.828765	-1.2063386	Talk:Allen Klein	UCLA	1
-3.1445093	9.99074	-0.9168852	John of Nepomuk	UCSC	1
1.1254472	10.422441	5.0358105	Oakland Mills High School	UCSF	1
-0.6984273	9.821305	-0.72273874	Papa John Creach	UCB	1
0.7449726	7.047189	0.42323315	Inception	UCSC	7
-0.0096024405	13.959211	0.7350686	User:AlexanderPico/Test3	UCSF	4
-0.8181715	7.966357	2.0379171	SummerSlam (2010)	UCLA	1
-2.644391	9.944524	-1.6492282	Yuli Edelstein	UCB	1
1.7539638	6.5894103	0.5559197	Linear logic	UCB	4
-1.1000164	9.083861	1.8536311	Roadhouse Blues	UCD	1
1.7866242	3.6779609	3.2229292	Wikipedia:Categories for discussion/Log/2010 July 29	UCB	1
-0.07564396	13.889122	0.6497821	User:Johnfreez/Subsistence	UCB	1
-2.8790607	12.094278	-0.1853299	Beth Krom	UCI	1
0.5420438	8.675581	-1.7960353	Adaptogen	UCLA	1
0.45238426	9.121307	-0.9834487	Collard (plant)	UCSB	1
2.7713978	9.127158	2.0773082	Amiriyah shelter bombing	UCSC	2
-0.6127485	7.2237906	-0.9273512	GBU-27 Paveway III	UCLA	1
-1.8148236	9.600376	-2.9816322	Kanti Shah	UCSD	1
2.5427842	9.461413	1.8260078	Women's rights in Saudi Arabia	UCM	2
-1.2472585	9.762588	4.8506947	Template:CNN personnel	UCLA	1
0.7375069	9.806068	-0.47301742	Candy Crowley	UCLA	2
2.8798568	9.501339	1.9870698	Economy of Israel	UCB	2
-1.4523844	9.361465	-1.5677339	Cha Du-ri	UCB	1
2.477354	9.438141	1.3653764	IslamOnline	UCB	1
0.6879995	8.642015	0.9812065	Battle Dress Uniform	UCLA	1
-4.142245	10.231055	-0.20501412	Harold Brown Award	UCLA	1
0.31502083	9.943274	3.096011	San Francisco Gay Men's Chorus	UCSF	1
2.5086207	8.668714	1.1263533	List of LGBTQ-related organizations and conferences	UCSF	3
-2.0267572	8.556886	-2.3111122	Shimoga	UCI	1
-1.822452	9.570027	2.4445405	Bruno Mars	UCSD	1
-0.89121884	9.207556	1.5845426	SoCal VoCals	UCB	1
0.9693365	10.057171	4.6221833	Whittier College	UCB	2
-4.1086087	10.223559	-0.8587356	Douglas Richman	UCSD	1
-0.94582915	7.956831	1.7861136	Supergirl (1984 film)	UCB	1
-2.527536	11.8372	-0.3742945	Nina Tassler	UCLA	1
-1.597372	9.289665	-1.5399495	Gabacho	UCSC	1
-3.754928	10.867654	0.06783882	Phineas and Ferb	UCR	1
-0.94274133	10.517203	1.1259959	Shark Week	UCSC	1
-2.7910392	10.145154	-1.7499132	Serge Dassault	UCB	1
0.8908972	7.5371304	1.6259664	Ty (company)	UCSB	1
-0.077227846	9.928896	2.4472406	Danziger Bridge shootings	UCLA	1
-2.4305367	11.791108	-0.6960116	Éva Marton	UCB	4
-0.13323104	9.70643	-1.3367149	Poulan	UCD	1
-4.1628613	10.58834	0.2765233	Paddy Doyle (athlete)	UCSF	2
1.7903888	8.0855875	-2.0394664	Peptide synthesis	UCLA	2
-3.2134693	11.022097	-0.05447184	Oswald Garrison Villard Jr.	UCSB	1
0.8809084	7.0679216	-1.9265649	Talk:Automotive battery	UCD	1
1.7122601	7.74053	1.0111413	The Philosophical Review	UCSB	1
-3.943483	10.203198	-1.0335648	Dick DeBenedictis	UCLA	2
2.0261447	7.8295307	0.05861034	Matrix of Comparative Anthropogeny	UCSD	1
-2.7844894	10.773003	-1.7185974	Ronald Fedkiw	UCLA	1
-3.7788773	10.558796	-1.300323	Jonathan Plowright	UCSD	1
-3.6056602	11.0277195	-0.4993476	Jamal Mayers	UCI	3
1.348092	7.498529	-1.6985682	Electroactive polymer	UCB	1
0.8307372	6.010809	-0.3318016	Pulse-width modulation	UCLA	1
1.3206527	7.313643	-1.9624422	Isotopes of hydrogen	UCB	2
3.00882	8.949535	3.8593383	Talk:1998–99 California special elections	UCLA	1
-1.3412914	8.788842	-1.4136751	Ngang Pass	UCSD	1
0.03618519	10.581793	3.119032	Annamite Range	UCSD	1
-1.8505998	9.135267	-1.679985	Hayedeh	UCSB	1
0.16270792	8.590145	1.0238506	Son of man	UCSB	1
-2.453388	11.802946	-0.4864253	Miriam Margolyes	UCSC	1
-3.6750019	10.063005	-1.1375755	Alan Hovhaness	UCR	2
-2.3208086	11.570576	-1.5842135	Joaquín López-Dóriga	UCSD	2
1.4228938	9.604992	1.2207319	Talk:Lexical changes from Classical Latin to Proto-Romance	UCB	1
-2.9525933	7.5107193	3.7966318	Academy Fantasia	UCLA	1
-0.026024545	13.974185	0.76045763	User:April Arcus	UCSC	1
0.61403435	10.032439	2.991402	Talk:Chinese American enclaves in the San Gabriel Valley	UCR	1
-0.08117257	6.774711	1.0008883	S-Video	UCM	2
1.5737222	9.89752	4.0778985	Dalian University of Technology	UCB	1
-3.4410007	10.446751	-1.1447022	Donald C. Backer	UCB	2
1.7310187	5.912023	-0.45731348	Gauss–Laguerre quadrature	UCB	1
-2.1823983	9.4316635	-2.1256464	Jaap Haartsen	UCLA	2
1.1395245	9.74829	4.5177555	List of the Delft University of Technology Alumni	UCLA	3
-4.4458404	11.382007	-0.8416839	Roy Barnes	UCLA	3
1.9486196	10.161247	2.8217335	Flag of Georgia (U.S. state)	UCLA	1
0.016004177	8.707279	2.7028406	Steam locomotive	UCB	1
-1.2751204	9.298011	4.725212	List of black NHL players	UCSD	2
-1.3066769	8.933268	-2.1228962	Haym Salomon	UCSC	1
1.6799054	7.458424	2.1865454	Debit and Credit	UCI	1
0.53171074	6.111188	0.8652848	Apk (file format)	UCLA	1
-4.1194596	11.205701	-0.72640526	Edgar O'Ballance	UCLA	1
0.9076217	8.314709	-2.3139617	Pyridine	UCI	1
-3.8418324	10.566198	-0.7367437	Talk:Roy Benavidez	UCLA	1
0.04482654	10.547577	3.4289715	Lennox, California	UCLA	5
-1.157773	9.374075	-1.847506	Pentti Tiusanen	UCLA	1
-1.8273814	9.087814	0.010432286	M.I.A. (rapper)	UCB	3
-2.9592104	10.880596	0.18577498	Jonah Hill	UCB	5
-1.687748	9.48032	-1.853599	Guachichil	UCB	1
0.34802312	10.48621	3.4284256	Aptos, California	UCSC	2
0.8906387	9.032885	1.7620083	Bingo (American version)	UCB	1
1.4551134	9.760497	3.8160062	University of Hamburg	UCB	4
-3.4981527	10.8597	-1.898438	J. F. R. Jacob	UCB	1
-3.2139914	10.117585	-0.57316005	John Paragon	UCI	1
1.3339754	7.858647	2.1962059	Doctor of Business Administration	UCB	1
-1.7986449	9.719004	-3.1259701	Syed Ali Shah Geelani	UCSB	5
-0.6760412	7.4131255	0.43146074	Star One (band)	UCB	1
0.96615803	8.221761	2.1174414	Private military company	UCLA	2
-2.2073646	8.408133	1.4662199	List of My Bride Is a Mermaid episodes	UCB	1
1.5556798	8.853523	-1.5150051	Chagas disease	UCD	1
0.50397545	9.327876	4.1220565	Template:CA-FedRep	UCLA	1
-0.50186694	8.551745	3.715167	Top Shot	UCSD	2
-3.112797	10.274127	-0.27396742	Fox v. Franken	UCLA	1
0.55885535	6.434034	0.60570025	C shell	UCSD	1
-0.5934183	9.051554	0.9922298	Animal Kingdom (film)	UCI	1
2.6941893	8.740518	1.1622369	2010 in LGBTQ rights	UCLA	1
1.1493913	9.964132	4.611728	College of Wooster	UCSB	3
0.18873699	6.879522	1.1237454	Silver St. Cloud	UCD	1
-0.48891997	6.8738966	-0.70802176	101955 Bennu	UCLA	6
1.1948119	7.0688014	1.240957	List of timelines	UCB	1
1.2190667	8.64093	-2.0972886	Aflatoxin	UCD	1
-0.95388716	8.491528	-2.0448008	Sogdia	UCB	2
1.1820796	10.527549	4.9070377	La Jolla Country Day School	UCSD	1
0.7041846	9.82963	3.2374225	List of breweries in California	UCD	9
-0.9374018	9.125161	1.6687174	Gallup's List of Most Widely Admired People of the 20th Century	UCD	1
0.0031358376	9.46615	3.0852857	New York Guardian	UCB	1
-3.7137418	10.517339	-0.4157448	Christopher Ruddy	UCB	1
-0.10427672	9.3007	0.14164048	Leash	UCLA	2
-0.5339379	9.660341	-1.7899419	Ceviche	UCR	1
-3.492216	11.282167	-0.0720963	Gerald Jay Goldberg	UCLA	1
-1.8778502	8.816006	-2.3244162	Masayoshi Tomizuka	UCB	6
-0.21020412	9.245123	2.1491358	Spaso House	UCI	1
1.9373418	8.005775	-0.573162	Cytoarchitectonics of the cerebral cortex	UCLA	1
-2.2053084	11.272131	-1.8276054	Pedro Fages	UCSB	1
-3.308331	11.261903	-0.95769906	Joe Conason	UCLA	1
-3.5734513	10.065537	-1.3189747	David Marr (scientist)	UCSD	3
-3.545361	10.018671	-1.3322419	Talk:David Marr (scientist)	UCSD	2
1.2517115	9.52046	4.2367616	Wake Forest School of Medicine	UCSD	1
1.6100986	8.946541	3.4509158	Educational attainment in the United States	UCLA	1
-2.0988	10.295833	0.08676099	Sailor Jerry	UCSC	1
0.98097974	6.7160544	0.38296366	Geographical distance	UCB	3
-2.774448	11.1643095	-0.945832	Vincenty's formulae	UCB	2
-0.119323865	9.715767	-1.7147837	Cassowary	UCSF	1
1.0291121	9.445603	1.5194533	Civilization II: Test of Time	UCLA	1
-1.6639655	8.9122095	-1.3662715	Juke joint	UCLA	2
-0.19032803	8.2189665	-0.26958334	Talk:Chartreuse (color)	UCSB	1
1.3712939	6.9050646	0.6623374	Engineering change order	UCSB	1
-3.1662846	8.288925	-1.6645855	George W. Chang	UCB	1
1.4895366	6.271526	0.30542645	Talk:Probability matching	UCB	2
1.7808084	5.654363	-0.38629743	Nakayama's lemma	UCLA	1
2.3277159	8.401781	2.6937227	Fifteenth Amendment to the United States Constitution	UCSD	1
1.1492196	8.450953	-2.0187602	Antiseptic	UCLA	1
-2.1509268	9.2693205	-1.7480776	Jepson	UCB	1
-0.8387822	9.230953	0.53493404	The Family Jams	UCLA	1
-4.251431	10.108436	-1.6935369	Silas Deane	UCSC	1
1.8548198	8.043346	-1.9942038	Peptide spectral library	UCLA	3
1.1892433	6.351341	0.56757784	Redirection (computing)	UCB	1
0.0017209149	6.774185	0.7702799	Phone connector (audio)	UCSD	1
-3.5123138	10.868972	-1.9422134	Jacob's Awards	UCSC	1
0.8047778	5.9820905	-0.71261185	No wave	UCSC	1
0.61826587	6.4567857	2.2571874	Template	UCD	1
-2.7757454	10.2461	-1.3932062	Johann Heinrich Lambert	UCB	1
-1.1148005	9.349907	1.7771335	List of performance artists	UCSD	1
-1.1042881	9.331599	1.7749875	List of female electronic musicians	UCSD	1
1.2715741	9.926948	4.426418	William Paterson University	UCLA	1
1.8448397	6.4440665	-0.24151866	Transverse Mercator projection	UCB	4
1.8949733	6.4138675	-0.2584334	Talk:Transverse Mercator projection	UCB	1
0.10672602	7.3673797	0.7603617	Earth Abides	UCLA	4
-0.9083495	8.275949	0.87989044	Satan Speaks!	UCSC	1
0.71645176	8.432599	0.81497425	Talk:Satan Speaks!	UCSC	1
0.40840548	8.597762	2.9588702	A-P-A Transport Corp.	UCD	1
1.9058932	8.216479	-2.5519419	Molotov–Ribbentrop Pact	UCSD	1
1.1470404	6.3390093	-0.17744775	Engel curve	UCSC	2
1.5165914	6.5113726	0.31593707	The Equals	UCB	1
-2.5582654	10.79404	-1.1218237	Jean-Baptiste Lamarck	UCSD	1
-1.0979252	8.013451	1.7014782	Parenthood (2010 TV series)	UCI	2
2.484605	9.0765085	1.8801981	State-sponsored terrorism	UCSB	1
-0.71071094	10.357545	2.9944875	Park51	UCSD	1
-2.3594081	11.066685	-1.6195439	Ozzie Canseco	UCI	1
1.728618	3.3350215	3.8055158	Wikipedia talk:Miscellany for deletion/Talk:Antoine Dodson	UCB	1
-0.98655266	8.599224	3.1380234	Marathon swimming	UCLA	1
-0.5208606	7.314431	0.41821647	Big Four (White Star Line)	UCSD	1
-0.06743821	8.348778	1.585372	The Greatest Generation (book)	UCLA	3
1.5989395	10.061377	4.0992575	Asia University (Japan)	UCLA	1
-0.78222877	7.997647	1.78118	Panic (2000 film)	UCB	1
1.6356802	8.401537	2.4289854	Tribunal (The Outer Limits)	UCI	1
1.8745165	7.9359922	-0.5228828	Talk:Neuroimaging	UCB	1
-1.8095726	9.430166	-2.7466123	Suraj Randiv	UCD	1
-1.8333764	9.235892	-2.8687763	Jagannath	UCSB	1
-2.8850243	10.273242	-1.4554901	Karl Kani	UCLA	1
0.06921023	8.929974	0.7324566	The Forest People	UCB	1
-0.92853904	8.391341	4.73502	Talk:2014 FIFA World Cup	UCB	1
-2.1941793	11.061165	0.5333225	Murder of Roseann Quinn	UCR	1
1.6844041	10.518307	2.0609384	Talk:Second Sino-Japanese War	UCLA	2
0.6167148	6.448733	2.199371	Subplate	UCSF	1
1.3511668	10.557357	4.955771	Loma Linda University	UCR	1
0.11907126	8.345584	0.46790567	The Idiots		0
-2.009631	9.534297	-0.9613314	Talk:Schmaltz herring	UCSD	1
-2.1277146	9.600444	-0.9393182	Schmaltz herring	UCSD	1
1.9473847	10.027757	1.90283	Somali people	UCSD	7
1.5816184	7.82028	1.6341997	Incheon Free Economic Zone	UCI	1
2.0056574	9.518254	2.0144737	South Africa and weapons of mass destruction	UCLA	1
-3.007228	9.831848	-1.03839	Louis Ginzberg	UCLA	2
-1.2474669	9.3876295	-2.0337691	Aduna	UCSC	1
1.6656257	5.797113	-0.2871577	Sylvester equation	UCB	1
-3.909595	11.084653	-0.28215688	E. R. Dodds	UCB	1
-2.5884297	11.895907	0.041660227	Cornelia Bargmann	UCSB	4
-1.9302619	11.257798	-1.6872839	Miguel Hidalgo y Costilla	UCSD	1
1.6602143	6.7590475	0.63682723	Talk:Propositional logic	UCD	1
2.034629	6.7345295	0.02118364	Full and faithful functors	UCB	1
1.3013213	10.468626	5.284016	James S. Rickards High School	UCSC	2
-1.875821	7.7023034	1.606034	List of The Tudors episodes	UCSF	5
-0.17734183	10.307638	2.4517531	Wudang Mountains	UCLA	1
-1.2460037	8.6287985	3.749558	Pitch (card game)	UCSF	3
1.3254492	9.552501	4.172935	University of Medicine 2, Yangon	UCLA	1
-3.031679	10.643547	-1.2564125	Souradyuti Paul	UCSB	5
-4.1259465	11.121501	-1.666659	Jake Zim	UCB	1
-1.7149498	8.6605	-1.6754769	Gyeongsang dialect	UCLA	2
1.6683633	4.0538573	2.8061168	Wikipedia:Pages needing translation into English	UCLA	1
0.050145775	9.91981	0.06018071	Eastern gorilla	UCD	1
1.6749561	5.6258974	-2.0231469	The Omega Man	UCLA	2
1.2786466	8.118844	0.4227056	Fear conditioning	UCLA	1
-2.5254858	12.036323	-0.77775675	Jenn Proske	UCLA	1
-2.8818977	12.00687	-0.086015694	Vickie D. McDonald	UCB	1
-0.15165487	8.052594	1.1495543	A Nasty Story	UCI	1
-3.1423044	10.792205	-0.80543405	Claude Bloodgood	UCI	1
-3.2545779	10.673466	-1.3671762	A. A. Albert	UCSB	1
0.41827574	7.7790365	0.77503586	America's Most Smartest Model	UCI	1
-3.567207	10.057963	-0.6836103	Earl Holliman	UCSC	1
-0.53569585	6.960536	-0.75137603	540	UCB	1
0.6434781	6.3165293	-0.13622876	Plasma cosmology	UCSB	1
1.7381519	10.295426	1.4689234	Goa'uld	UCLA	1
0.75548214	9.993413	0.4638842	Formosa Cafe	UCLA	1
2.063564	8.023647	1.1764995	Talk:Ecotourism	UCB	1
-1.1892492	7.9135165	1.4387306	Burn Notice season 4	UCSB	1
-3.1306202	10.207735	-1.4446069	Werner Klemperer	UCSD	1
-4.3442783	11.176728	0.7622264	Brams–Taylor procedure	UCB	1
-4.3594313	11.176066	0.7548387	Brams Taylor procedure	UCB	1
-4.347976	11.172691	0.76758164	Brams-Taylor procedure	UCB	1
1.2898575	7.000616	-0.24047214	Axial tilt	UCB	1
-1.2501242	9.2940235	-1.634571	Bozorgmehr	UCSB	2
-1.3868338	8.36617	0.8006345	The Queen of Spades (story)	UCR	1
-3.428279	10.375361	-0.5021077	John Laurens	UCD	4
-0.2135006	6.4517236	1.5339595	KRON-TV	UCB	1
0.9532463	6.6373777	0.50653017	Instructions per second	UCD	1
0.61529875	8.526852	1.3622581	Self-sacrifice in Jewish law	UCLA	1
-0.8784758	9.558312	4.02185	Albertsons Stadium	UCSF	1
0.027371883	9.033488	-0.90967506	Credenza	UCSD	2
1.3471224	6.2775164	-0.43244752	Ecliptic coordinate system	UCLA	2
1.3085247	8.640462	-1.3457158	Tracheal intubation	UCLA	4
-0.9252688	8.751222	-1.8060395	Talk:Tituba	UCLA	1
-3.7109096	10.531204	-1.1628971	Martin Kersels	UCLA	1
0.8419655	6.9279695	0.07825046	Automatic identification system	UCSB	1
-2.5458248	10.76332	-1.3439641	Lou Andreas-Salomé	UCI	13
-4.4382606	10.491626	-0.89667195	Adam Scott	UCLA	1
-0.48363617	10.043336	3.4807208	Devon Sawa	UCLA	2
2.5669653	10.6519	0.26906437	Airbus A320 family	UCSD	4
-4.2786694	10.451479	-0.53707594	James Newton Howard	UCLA	1
-1.1293209	9.723161	-1.7087075	Maile Misajon	UCSD	1
-0.62063026	8.048357	-1.4617243	Talk:Mons pubis	UCLA	1
-4.1627707	10.136122	0.040964164	Travis Henry	UCB	1
-2.9095805	10.53222	-2.172275	Grüneisen parameter	UCB	2
1.001278	8.529819	-2.250831	Hydrotaea	UCR	1
-3.834598	9.711821	-0.6907655	Robert Stalnaker	UCLA	1
-2.4694881	12.318794	0.2798832	Linda Williams (film scholar)	UCI	1
1.6967764	7.2041397	0.8061523	Advanced Highway Maintenance Construction Technology Research Laboratory	UCD	1
2.8452187	8.679207	2.0403588	Biblical conspiracy theory	UCSC	2
1.0214397	9.452416	1.5303824	Civilization V	UCSC	4
1.1862274	6.4044914	-0.8839103	Quantum tunnelling	UCSD	1
1.9914049	6.5076156	0.23194735	Dilbert principle	UCB	1
-0.18246144	7.9233556	1.3178968	Hard Times (novel)	UCLA	3
-1.0828197	9.023591	4.3924775	Major League Baseball All-Century Team	UCSF	1
-0.8964132	8.112177	1.7604012	Your Friends & Neighbors (film)	UCSD	1
1.6225326	10.537792	1.6034021	Customs and etiquette in Chinese dining	UCSB	1
-1.3453342	9.258762	0.85735005	Circus (Britney Spears album)	UCSC	1
1.3781883	9.028539	3.7795959	Master of Business Administration	UCB	1
0.43222728	10.334186	3.2511446	The California Aggie	UCD	18
-0.66343063	8.135422	1.8542463	Sahara (1943 American film)	UCSD	2
1.1367731	10.202529	4.638105	Khan Academy	UCLA	3
-0.33574384	7.828634	-0.9376398	Eastern blot	UCB	2
1.3242348	6.6587543	0.05750968	Talk:Total internal reflection	UCSB	1
0.011131541	6.921965	-0.07975163	Camera Obscura (record label)	UCI	1
-0.347875	11.049685	2.8593805	Bardo Pond	UCI	1
1.7310526	6.434701	-0.0006057789	SubArachnoid Space	UCI	1
1.3160073	6.8957005	-1.2452002	Tomography	UCSD	1
0.92513853	7.0550447	-0.10145559	Image segmentation	UCSD	1
0.022633834	7.931286	0.5348885	I Saw It	UCD	1
1.9198645	7.9103584	-1.5128525	Extracellular matrix	UCSC	1
-4.466222	10.431219	-0.86105597	Rick Scott	UCLA	3
1.4867598	8.563188	2.10357	Peace and conflict studies	UCB	1
-2.8294077	7.9200635	-1.6738147	Xue Feng	UCI	1
-2.9203553	7.9224067	-1.6739448	Xue Chen	UCI	1
1.7085263	6.5900044	0.6698019	Empirical evidence	UCB	1
0.67756397	6.7918644	1.4634123	Spam (Monty Python sketch)	UCB	1
-2.8778298	12.453773	-0.33270815	Ellen Wong	UCI	1
-4.1188025	11.338909	-1.5205578	Tha Carter	UCLA	1
-2.3835688	7.336368	1.2387415	Superman/Batman: Public Enemies	UCSF	2
-0.87614673	8.348224	-1.758446	SOS response	UCB	1
-0.20292397	10.196462	0.32516146	Porcupinefish	UCSB	2
-0.7516564	7.954811	1.9146329	2010 in film	UCI	7
1.2412313	9.823196	4.2124715	Talk:Keio University	UCLA	15
2.3102202	8.032275	1.1907449	Clean Air Act (United States)	UCB	1
-0.7430579	7.316153	-1.3827456	UVB-76	UCSB	1
-3.5512831	10.402734	-0.72095984	Charles E. Young	UCLA	4
-0.98351187	7.1411295	-1.870251	Talk:UVB-76	UCSB	2
0.8925961	8.216687	1.558005	Babysitting	UCLA	1
-0.978622	9.057242	-1.113603	Fruupp	UCB	1
-0.6441011	8.2199135	-2.5176148	An-Nisa	UCLA	1
1.9537292	8.788475	2.3917918	Amnesty International	UCB	2
-1.66676	9.127073	-2.8339565	Raimon Panikkar	UCSB	1
-2.3889627	11.503983	-1.6607932	José Bautista	UCB	1
